source_url,school,school_ar,school_city,school_city_ar,school_country,school_country_ar,region,title,title_ar,summary,summary_ar,subject,format,start,end,days,price,currency,langs,audience,audience_ar,highlights,highlights_ar,rating,reviews,scraped_at,extraction
https://executivecourses.com/schools/usa/massachusetts/harvard-university-kennedy-school-of-government-executive-education,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leadership and Character in Uncertain Times,القيادة والشخصية في أزمنة الغموض,"A 22-day online program from Harvard Kennedy School, running 7 July 2026 to 7 August 2026.",برنامج عبر الإنترنت لمدة 22 يومًا من كلية كينيدي بجامعة هارفارد، من 7 يوليو 2026 إلى 7 أغسطس 2026.,leadership,online,2026-07-07,2026-08-07,22,4300,USD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/usa/massachusetts/harvard-university-kennedy-school-of-government-executive-education,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Generative AI: How to Use It and Why It Matters,الذكاء الاصطناعي التوليدي: كيف تستخدمه ولماذا يهمّ,"A 30-day online program from Harvard Kennedy School, running 11 May 2026 to 26 June 2026.",برنامج عبر الإنترنت لمدة 30 يومًا من كلية كينيدي بجامعة هارفارد، من 11 مايو 2026 إلى 26 يونيو 2026.,digital,online,2026-05-11,2026-06-26,30,1995,USD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/asia/singapore/center-for-creative-leadership-singapore-campus,Center for Creative Leadership – Singapore,مركز القيادة الإبداعية – سنغافورة,Singapore,سنغافورة,Singapore,سنغافورة,asia,Frontline Manager Leadership Program: Maximizing Your Leadership Potential,برنامج قيادة مديري الخط الأمامي: إطلاق إمكاناتك القيادية,"A 3-day on-campus program from Center for Creative Leadership – Singapore, running 4 August 2026 to 6 August 2026.",برنامج حضوري لمدة 3 أيام من مركز القيادة الإبداعية – سنغافورة، من 4 أغسطس 2026 إلى 6 أغسطس 2026.,leadership,in-person,2026-08-04,2026-08-06,3,6500,USD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/switzerland/imd-international-executive-education,IMD Business School,كلية IMD للأعمال,Lausanne,لوزان,Switzerland,سويسرا,europe,Inspirational Leadership,القيادة الملهمة,"A 40-day online program from IMD Business School, running 4 May 2026 to 28 June 2026.",برنامج عبر الإنترنت لمدة 40 يومًا من كلية IMD للأعمال، من 4 مايو 2026 إلى 28 يونيو 2026.,leadership,online,2026-05-04,2026-06-28,40,2950,CHF,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/switzerland/imd-international-executive-education,IMD Business School,كلية IMD للأعمال,Lausanne,لوزان,Switzerland,سويسرا,europe,Generative AI for Business Sprint,سباق الذكاء الاصطناعي التوليدي للأعمال,"A 5-day online program from IMD Business School, running 18 May 2026 to 22 May 2026.",برنامج عبر الإنترنت لمدة 5 أيام من كلية IMD للأعمال، من 18 مايو 2026 إلى 22 مايو 2026.,digital,online,2026-05-18,2026-05-22,5,950,CHF,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/switzerland/imd-international-executive-education,IMD Business School,كلية IMD للأعمال,Lausanne,لوزان,Switzerland,سويسرا,europe,The First 90 Days®,الأيام التسعون الأولى,"A 3-day online program from IMD Business School, running 5 May 2026 to 7 May 2026.",برنامج عبر الإنترنت لمدة 3 أيام من كلية IMD للأعمال، من 5 مايو 2026 إلى 7 مايو 2026.,leadership,online,2026-05-05,2026-05-07,3,3900,CHF,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/switzerland/university-of-st-gallen-executive-school-of-management-technology-and-law-es-hsg,University of St. Gallen Executive School,المدرسة التنفيذية بجامعة سانت غالن,St. Gallen,سانت غالن,Switzerland,سويسرا,europe,St.Gallen Board Retreat,خلوة مجالس الإدارة في سانت غالن,"A 3-day on-campus program from University of St. Gallen Executive School, held on 12 June 2026.",برنامج حضوري لمدة 3 أيام من المدرسة التنفيذية بجامعة سانت غالن، يُعقد في 12 يونيو 2026.,leadership,in-person,2026-06-12,,3,9800,CHF,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/switzerland/university-of-st-gallen-executive-school-of-management-technology-and-law-es-hsg,University of St. Gallen Executive School,المدرسة التنفيذية بجامعة سانت غالن,St. Gallen,سانت غالن,Switzerland,سويسرا,europe,Mergers & Acquisitions and Corporate Strategy,الاندماج والاستحواذ واستراتيجية الشركات,"A 3-day on-campus program from University of St. Gallen Executive School, held on 11 May 2026.",برنامج حضوري لمدة 3 أيام من المدرسة التنفيذية بجامعة سانت غالن، يُعقد في 11 مايو 2026.,finance,in-person,2026-05-11,,3,3900,CHF,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/canada/university-of-british-columbia-sauder-school-of-business-executive-education,UBC Sauder School of Business,كلية سودر للأعمال بجامعة كولومبيا البريطانية,,,Canada,كندا,americas,Essential Management Skills,مهارات الإدارة الأساسية,"A 5-day on-campus program from UBC Sauder School of Business, running 8 June 2026 to 12 June 2026.",برنامج حضوري لمدة 5 أيام من كلية سودر للأعمال بجامعة كولومبيا البريطانية، من 8 يونيو 2026 إلى 12 يونيو 2026.,leadership,in-person,2026-06-08,2026-06-12,5,4390,CAD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/canada/university-of-british-columbia-sauder-school-of-business-executive-education,UBC Sauder School of Business,كلية سودر للأعمال بجامعة كولومبيا البريطانية,,,Canada,كندا,americas,Fundamentals of Accounting for Non-Financial Managers,أساسيات المحاسبة لغير الماليين,"A 2-day on-campus program from UBC Sauder School of Business, running 29 June 2026 to 30 June 2026.",برنامج حضوري لمدة يومين من كلية سودر للأعمال بجامعة كولومبيا البريطانية، من 29 يونيو 2026 إلى 30 يونيو 2026.,finance,in-person,2026-06-29,2026-06-30,2,2390,CAD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/australia-nz/australia/university-of-new-south-wales-australian-school-of-business-agsm-executive-education,"AGSM, University of New South Wales",كلية الدراسات العليا الأسترالية للإدارة (AGSM),Sydney,سيدني,Australia,أستراليا,oceania,Accelerated Leadership Program,برنامج القيادة المعجّل,"A 5-day on-campus program from AGSM, University of New South Wales, running 17 August 2026 to 21 August 2026.",برنامج حضوري لمدة 5 أيام من كلية الدراسات العليا الأسترالية للإدارة (AGSM)، من 17 أغسطس 2026 إلى 21 أغسطس 2026.,leadership,in-person,2026-08-17,2026-08-21,5,8990,AUD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/australia-nz/australia/university-of-new-south-wales-australian-school-of-business-agsm-executive-education,"AGSM, University of New South Wales",كلية الدراسات العليا الأسترالية للإدارة (AGSM),Sydney,سيدني,Australia,أستراليا,oceania,AI for Business Leaders,الذكاء الاصطناعي لقادة الأعمال,"A 2-day on-campus program from AGSM, University of New South Wales, running 11 August 2026 to 12 August 2026.",برنامج حضوري لمدة يومين من كلية الدراسات العليا الأسترالية للإدارة (AGSM)، من 11 أغسطس 2026 إلى 12 أغسطس 2026.,digital,in-person,2026-08-11,2026-08-12,2,3200,AUD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/denmark/copenhagen-business-school-cbs-cbs-executive,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Advanced Negotiation Techniques,تقنيات التفاوض المتقدمة,"A 2-day on-campus program from CBS Executive, Copenhagen Business School, running 19 August 2026 to 20 August 2026.",برنامج حضوري لمدة يومين من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 19 أغسطس 2026 إلى 20 أغسطس 2026.,negotiation,in-person,2026-08-19,2026-08-20,2,14500,DKK,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/denmark/copenhagen-business-school-cbs-cbs-executive,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Leading Strategic Transformations,قيادة التحولات الاستراتيجية,"A 5-day on-campus program from CBS Executive, Copenhagen Business School, running 17 August 2026 to 21 August 2026.",برنامج حضوري لمدة 5 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 17 أغسطس 2026 إلى 21 أغسطس 2026.,strategy,in-person,2026-08-17,2026-08-21,5,29000,DKK,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/asia/singapore/national-university-of-singapore-nus-business-school-executive-education,NUS Business School,كلية الأعمال بجامعة سنغافورة الوطنية,Singapore,سنغافورة,Singapore,سنغافورة,asia,AI for Leaders: Leveraging Data Analytics for Business,الذكاء الاصطناعي للقادة: تسخير تحليلات البيانات للأعمال,"A 5-day on-campus program from NUS Business School, running 27 July 2026 to 31 July 2026.",برنامج حضوري لمدة 5 أيام من كلية الأعمال بجامعة سنغافورة الوطنية، من 27 يوليو 2026 إلى 31 يوليو 2026.,data,in-person,2026-07-27,2026-07-31,5,6529,SGD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/asia/singapore/national-university-of-singapore-nus-business-school-executive-education,NUS Business School,كلية الأعمال بجامعة سنغافورة الوطنية,Singapore,سنغافورة,Singapore,سنغافورة,asia,Innovation and Design Thinking,الابتكار والتفكير التصميمي,"A 2-day on-campus program from NUS Business School, running 20 August 2026 to 21 August 2026.",برنامج حضوري لمدة يومين من كلية الأعمال بجامعة سنغافورة الوطنية، من 20 أغسطس 2026 إلى 21 أغسطس 2026.,entrepreneurship,in-person,2026-08-20,2026-08-21,2,2180,SGD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/canada/queens-university-queens-school-of-business-executive-education,"Smith School of Business, Queen's University",كلية سميث للأعمال بجامعة كوينز,Kingston,كينغستون,Canada,كندا,americas,Organizational Structure and Culture,الهيكل التنظيمي والثقافة المؤسسية,"A 2-day on-campus program from Smith School of Business, Queen's University, running 18 June 2026 to 19 June 2026.",برنامج حضوري لمدة يومين من كلية سميث للأعمال بجامعة كوينز، من 18 يونيو 2026 إلى 19 يونيو 2026.,leadership,in-person,2026-06-18,2026-06-19,2,3700,CAD,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/africa/south-africa/university-of-cape-town-graduate-school-of-business-executive-education,UCT Graduate School of Business,كلية الدراسات العليا في الأعمال بجامعة كيب تاون,Cape Town,كيب تاون,South Africa,جنوب أفريقيا,africa,Developing Women in Leadership,تمكين المرأة في القيادة,"A 5-day on-campus program from UCT Graduate School of Business, running 25 August 2025 to 29 August 2025.",برنامج حضوري لمدة 5 أيام من كلية الدراسات العليا في الأعمال بجامعة كيب تاون، من 25 أغسطس 2025 إلى 29 أغسطس 2025.,leadership,in-person,2025-08-25,2025-08-29,5,26900,INR,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/france/insead-business-school-executive-education,INSEAD,إنسياد,Fontainebleau,فونتينبلو,France,فرنسا,europe,Advanced Management Programme,برنامج الإدارة المتقدم,"A 20-day on-campus program from INSEAD, running 29 June 2026 to 24 July 2026.",برنامج حضوري لمدة 20 يومًا من إنسياد، من 29 يونيو 2026 إلى 24 يوليو 2026.,leadership,in-person,2026-06-29,2026-07-24,20,45900,UNKNOWN,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/uk-ireland/ireland/irish-management-institute-imi,Irish Management Institute,المعهد الأيرلندي للإدارة,Dublin,دبلن,Ireland,أيرلندا,europe,"Manage Self, Lead Better",أدِر ذاتك تقُد أفضل,"A 1-day on-campus program from Irish Management Institute, held on 20 August 2026.",برنامج حضوري لمدة يوم واحد من المعهد الأيرلندي للإدارة، يُعقد في 20 أغسطس 2026.,leadership,in-person,2026-08-20,,1,1195,UNKNOWN,en,,,,,,,2026-08-22T19:26:00Z,llm
https://executivecourses.com/schools/europe/belgium/vlerick-business-school,Vlerick Business School,كلية فليريك للأعمال,Brussels,بروكسل,Belgium,بلجيكا,europe,Leading Digital Transformation,قيادة التحوّل الرقمي,"A 5-day on-campus program from Vlerick Business School, running 20 August 2026 to 26 August 2026.",برنامج حضوري لمدة 5 أيام من كلية فليريك للأعمال، من 20 أغسطس 2026 إلى 26 أغسطس 2026.,digital,in-person,2026-08-20,2026-08-26,5,7695,UNKNOWN,en,,,,,,,2026-08-22T19:26:00Z,llm
